"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","T","Total","15_19","15 to 19","2040","2040",2011697,,
"AUS","Australia","T","Total","15_19","15 to 19","2041","2041",2034850,,
"AUS","Australia","T","Total","15_19","15 to 19","2042","2042",2056210,,
"AUS","Australia","T","Total","15_19","15 to 19","2043","2043",2075774,,
"AUS","Australia","T","Total","15_19","15 to 19","2044","2044",2093598,,
"AUS","Australia","T","Total","15_19","15 to 19","2045","2045",2109853,,
"AUT","Austria","T","Total","15_19","15 to 19","2022","2022",441962,,
"AUT","Austria","T","Total","15_19","15 to 19","2023","2023",445175,,
"AUT","Austria","T","Total","15_19","15 to 19","2024","2024",448119,,
"AUT","Austria","T","Total","15_19","15 to 19","2025","2025",447426,,
"AUT","Austria","T","Total","15_19","15 to 19","2026","2026",447483,,
"AUT","Austria","T","Total","15_19","15 to 19","2027","2027",449059,,
"AUT","Austria","T","Total","15_19","15 to 19","2028","2028",451726,,
"AUT","Austria","T","Total","15_19","15 to 19","2029","2029",455795,,
"AUT","Austria","T","Total","15_19","15 to 19","2030","2030",460479,,
"AUT","Austria","T","Total","15_19","15 to 19","2031","2031",464821,,
"AUT","Austria","T","Total","15_19","15 to 19","2032","2032",471824,,
"AUT","Austria","T","Total","15_19","15 to 19","2033","2033",477548,,
"AUT","Austria","T","Total","15_19","15 to 19","2034","2034",479642,,
"AUT","Austria","T","Total","15_19","15 to 19","2035","2035",479039,,
"AUT","Austria","T","Total","15_19","15 to 19","2036","2036",477290,,
"AUT","Austria","T","Total","15_19","15 to 19","2037","2037",472837,,
"AUT","Austria","T","Total","15_19","15 to 19","2038","2038",470826,,
"AUT","Austria","T","Total","15_19","15 to 19","2039","2039",471407,,
"AUT","Austria","T","Total","15_19","15 to 19","2040","2040",472577,,
"AUT","Austria","T","Total","15_19","15 to 19","2041","2041",473339,,
"AUT","Austria","T","Total","15_19","15 to 19","2042","2042",474413,,
"AUT","Austria","T","Total","15_19","15 to 19","2043","2043",473921,,
"AUT","Austria","T","Total","15_19","15 to 19","2044","2044",472799,,
"AUT","Austria","T","Total","15_19","15 to 19","2045","2045",471565,,
"BEL","Belgium","T","Total","15_19","15 to 19","2022","2022",657187,,
"BEL","Belgium","T","Total","15_19","15 to 19","2023","2023",673487,,
"BEL","Belgium","T","Total","15_19","15 to 19","2024","2024",685310,,
"BEL","Belgium","T","Total","15_19","15 to 19","2025","2025",694954,,
"BEL","Belgium","T","Total","15_19","15 to 19","2026","2026",702789,,
"BEL","Belgium","T","Total","15_19","15 to 19","2027","2027",706640,,
"BEL","Belgium","T","Total","15_19","15 to 19","2028","2028",706358,,
"BEL","Belgium","T","Total","15_19","15 to 19","2029","2029",703150,,
"BEL","Belgium","T","Total","15_19","15 to 19","2030","2030",697617,,
"BEL","Belgium","T","Total","15_19","15 to 19","2031","2031",690294,,
"BEL","Belgium","T","Total","15_19","15 to 19","2032","2032",682675,,
"BEL","Belgium","T","Total","15_19","15 to 19","2033","2033",674869,,
"BEL","Belgium","T","Total","15_19","15 to 19","2034","2034",667186,,
"BEL","Belgium","T","Total","15_19","15 to 19","2035","2035",659051,,
"BEL","Belgium","T","Total","15_19","15 to 19","2036","2036",653195,,
"BEL","Belgium","T","Total","15_19","15 to 19","2037","2037",650297,,
"BEL","Belgium","T","Total","15_19","15 to 19","2038","2038",649257,,
"BEL","Belgium","T","Total","15_19","15 to 19","2039","2039",650125,,
"BEL","Belgium","T","Total","15_19","15 to 19","2040","2040",652732,,
"BEL","Belgium","T","Total","15_19","15 to 19","2041","2041",654089,,
"BEL","Belgium","T","Total","15_19","15 to 19","2042","2042",653901,,
"BEL","Belgium","T","Total","15_19","15 to 19","2043","2043",654109,,
"BEL","Belgium","T","Total","15_19","15 to 19","2044","2044",654214,,
"BEL","Belgium","T","Total","15_19","15 to 19","2045","2045",655589,,
"CAN","Canada","T","Total","15_19","15 to 19","2022","2022",2129100,,
"CAN","Canada","T","Total","15_19","15 to 19","2023","2023",2202700,,
"CAN","Canada","T","Total","15_19","15 to 19","2024","2024",2262900,,
"CAN","Canada","T","Total","15_19","15 to 19","2025","2025",2320900,,
"CAN","Canada","T","Total","15_19","15 to 19","2026","2026",2363900,,
"CAN","Canada","T","Total","15_19","15 to 19","2027","2027",2395800,,
"CAN","Canada","T","Total","15_19","15 to 19","2028","2028",2414400,,
"CAN","Canada","T","Total","15_19","15 to 19","2029","2029",2428800,,
"CAN","Canada","T","Total","15_19","15 to 19","2030","2030",2441600,,
"CAN","Canada","T","Total","15_19","15 to 19","2031","2031",2458100,,
"CAN","Canada","T","Total","15_19","15 to 19","2032","2032",2465500,,
"CAN","Canada","T","Total","15_19","15 to 19","2033","2033",2467000,,
"CAN","Canada","T","Total","15_19","15 to 19","2034","2034",2463700,,
"CAN","Canada","T","Total","15_19","15 to 19","2035","2035",2456100,,
"CAN","Canada","T","Total","15_19","15 to 19","2036","2036",2439200,,
"CAN","Canada","T","Total","15_19","15 to 19","2037","2037",2428100,,
"CAN","Canada","T","Total","15_19","15 to 19","2038","2038",2423200,,
"CAN","Canada","T","Total","15_19","15 to 19","2039","2039",2425100,,
"CAN","Canada","T","Total","15_19","15 to 19","2040","2040",2432500,,
"CAN","Canada","T","Total","15_19","15 to 19","2041","2041",2451100,,
"CAN","Canada","T","Total","15_19","15 to 19","2042","2042",2470400,,
"CAN","Canada","T","Total","15_19","15 to 19","2043","2043",2489700,,
"CAN","Canada","T","Total","15_19","15 to 19","2044","2044",2509200,,
"CAN","Canada","T","Total","15_19","15 to 19","2045","2045",2528700,,
"CZE","Czechia","T","Total","15_19","15 to 19","2022","2022",531638,,
"CZE","Czechia","T","Total","15_19","15 to 19","2023","2023",577263,,
"CZE","Czechia","T","Total","15_19","15 to 19","2024","2024",604102,,
"CZE","Czechia","T","Total","15_19","15 to 19","2025","2025",618890,,
"CZE","Czechia","T","Total","15_19","15 to 19","2026","2026",623636,,
"CZE","Czechia","T","Total","15_19","15 to 19","2027","2027",618370,,
"CZE","Czechia","T","Total","15_19","15 to 19","2028","2028",605692,,
"CZE","Czechia","T","Total","15_19","15 to 19","2029","2029",593175,,
"CZE","Czechia","T","Total","15_19","15 to 19","2030","2030",584335,,
"CZE","Czechia","T","Total","15_19","15 to 19","2031","2031",580880,,
"CZE","Czechia","T","Total","15_19","15 to 19","2032","2032",582757,,
"CZE","Czechia","T","Total","15_19","15 to 19","2033","2033",585661,,
"CZE","Czechia","T","Total","15_19","15 to 19","2034","2034",587379,,
"CZE","Czechia","T","Total","15_19","15 to 19","2035","2035",585798,,
"CZE","Czechia","T","Total","15_19","15 to 19","2036","2036",584323,,
"CZE","Czechia","T","Total","15_19","15 to 19","2037","2037",578372,,
"CZE","Czechia","T","Total","15_19","15 to 19","2038","2038",569175,,
"CZE","Czechia","T","Total","15_19","15 to 19","2039","2039",563947,,
"CZE","Czechia","T","Total","15_19","15 to 19","2040","2040",559989,,
"CZE","Czechia","T","Total","15_19","15 to 19","2041","2041",552403,,
"CZE","Czechia","T","Total","15_19","15 to 19","2042","2042",546320,,
"CZE","Czechia","T","Total","15_19","15 to 19","2043","2043",542117,,
"CZE","Czechia","T","Total","15_19","15 to 19","2044","2044",534083,,
"CZE","Czechia","T","Total","15_19","15 to 19","2045","2045",526288,,
"DNK","Denmark","T","Total","15_19","15 to 19","2022","2022",344718,,
"DNK","Denmark","T","Total","15_19","15 to 19","2023","2023",349121,,
"DNK","Denmark","T","Total","15_19","15 to 19","2024","2024",348515,,
"DNK","Denmark","T","Total","15_19","15 to 19","2025","2025",346380,,
"DNK","Denmark","T","Total","15_19","15 to 19","2026","2026",342921,,
"DNK","Denmark","T","Total","15_19","15 to 19","2027","2027",336443,,
"DNK","Denmark","T","Total","15_19","15 to 19","2028","2028",328124,,
"DNK","Denmark","T","Total","15_19","15 to 19","2029","2029",319622,,
"DNK","Denmark","T","Total","15_19","15 to 19","2030","2030",312833,,
"DNK","Denmark","T","Total","15_19","15 to 19","2031","2031",310148,,
"DNK","Denmark","T","Total","15_19","15 to 19","2032","2032",311667,,
"DNK","Denmark","T","Total","15_19","15 to 19","2033","2033",314640,,
"DNK","Denmark","T","Total","15_19","15 to 19","2034","2034",318274,,
"DNK","Denmark","T","Total","15_19","15 to 19","2035","2035",320978,,
"DNK","Denmark","T","Total","15_19","15 to 19","2036","2036",322738,,
"DNK","Denmark","T","Total","15_19","15 to 19","2037","2037",321815,,
"DNK","Denmark","T","Total","15_19","15 to 19","2038","2038",319479,,
"DNK","Denmark","T","Total","15_19","15 to 19","2039","2039",318946,,
"DNK","Denmark","T","Total","15_19","15 to 19","2040","2040",320593,,
"DNK","Denmark","T","Total","15_19","15 to 19","2041","2041",323658,,
"DNK","Denmark","T","Total","15_19","15 to 19","2042","2042",330737,,
"DNK","Denmark","T","Total","15_19","15 to 19","2043","2043",341736,,
"DNK","Denmark","T","Total","15_19","15 to 19","2044","2044",352342,,
"DNK","Denmark","T","Total","15_19","15 to 19","2045","2045",361268,,
"FIN","Finland","T","Total","15_19","15 to 19","2022","2022",306876,,
"FIN","Finland","T","Total","15_19","15 to 19","2023","2023",313600,,
"FIN","Finland","T","Total","15_19","15 to 19","2024","2024",317933,,
"FIN","Finland","T","Total","15_19","15 to 19","2025","2025",321578,,
"FIN","Finland","T","Total","15_19","15 to 19","2026","2026",323909,,
"FIN","Finland","T","Total","15_19","15 to 19","2027","2027",324668,,
"FIN","Finland","T","Total","15_19","15 to 19","2028","2028",324187,,
"FIN","Finland","T","Total","15_19","15 to 19","2029","2029",321915,,
"FIN","Finland","T","Total","15_19","15 to 19","2030","2030",317493,,
"FIN","Finland","T","Total","15_19","15 to 19","2031","2031",311043,,
"FIN","Finland","T","Total","15_19","15 to 19","2032","2032",302780,,
"FIN","Finland","T","Total","15_19","15 to 19","2033","2033",292587,,
"FIN","Finland","T","Total","15_19","15 to 19","2034","2034",281035,,
"FIN","Finland","T","Total","15_19","15 to 19","2035","2035",270326,,
"FIN","Finland","T","Total","15_19","15 to 19","2036","2036",263719,,
"FIN","Finland","T","Total","15_19","15 to 19","2037","2037",258981,,
"FIN","Finland","T","Total","15_19","15 to 19","2038","2038",256070,,
"FIN","Finland","T","Total","15_19","15 to 19","2039","2039",256846,,
"FIN","Finland","T","Total","15_19","15 to 19","2040","2040",258286,,
"FIN","Finland","T","Total","15_19","15 to 19","2041","2041",257671,,
"FIN","Finland","T","Total","15_19","15 to 19","2042","2042",257460,,
"FIN","Finland","T","Total","15_19","15 to 19","2043","2043",257982,,
"FIN","Finland","T","Total","15_19","15 to 19","2044","2044",257054,,
"FIN","Finland","T","Total","15_19","15 to 19","2045","2045",255970,,
"FRA","France","T","Total","15_19","15 to 19","2022","2022",4229406,,
"FRA","France","T","Total","15_19","15 to 19","2023","2023",4266109,,
"FRA","France","T","Total","15_19","15 to 19","2024","2024",4292953,,
"FRA","France","T","Total","15_19","15 to 19","2025","2025",4312474,,
"FRA","France","T","Total","15_19","15 to 19","2026","2026",4314473,,
"FRA","France","T","Total","15_19","15 to 19","2027","2027",4301575,,
"FRA","France","T","Total","15_19","15 to 19","2028","2028",4283975,,
"FRA","France","T","Total","15_19","15 to 19","2029","2029",4256983,,
"FRA","France","T","Total","15_19","15 to 19","2030","2030",4212850,,
"FRA","France","T","Total","15_19","15 to 19","2031","2031",4152846,,
"FRA","France","T","Total","15_19","15 to 19","2032","2032",4084493,,
"FRA","France","T","Total","15_19","15 to 19","2033","2033",4006551,,
"FRA","France","T","Total","15_19","15 to 19","2034","2034",3927065,,
"FRA","France","T","Total","15_19","15 to 19","2035","2035",3849878,,
"FRA","France","T","Total","15_19","15 to 19","2036","2036",3787390,,
"FRA","France","T","Total","15_19","15 to 19","2037","2037",3769612,,
"FRA","France","T","Total","15_19","15 to 19","2038","2038",3783095,,
"FRA","France","T","Total","15_19","15 to 19","2039","2039",3796436,,
"FRA","France","T","Total","15_19","15 to 19","2040","2040",3818862,,
"FRA","France","T","Total","15_19","15 to 19","2041","2041",3845370,,
"FRA","France","T","Total","15_19","15 to 19","2042","2042",3845036,,
"FRA","France","T","Total","15_19","15 to 19","2043","2043",3830157,,
"FRA","France","T","Total","15_19","15 to 19","2044","2044",3826566,,
"FRA","France","T","Total","15_19","15 to 19","2045","2045",3826940,,
"DEU","Germany","T","Total","15_19","15 to 19","2022","2022",3884074,,
"DEU","Germany","T","Total","15_19","15 to 19","2023","2023",3973747,,
"DEU","Germany","T","Total","15_19","15 to 19","2024","2024",4014089,,
"DEU","Germany","T","Total","15_19","15 to 19","2025","2025",4034310,,
"DEU","Germany","T","Total","15_19","15 to 19","2026","2026",4050936,,
"DEU","Germany","T","Total","15_19","15 to 19","2027","2027",4057793,,
"DEU","Germany","T","Total","15_19","15 to 19","2028","2028",4063423,,
"DEU","Germany","T","Total","15_19","15 to 19","2029","2029",4095403,,
"DEU","Germany","T","Total","15_19","15 to 19","2030","2030",4152429,,
"DEU","Germany","T","Total","15_19","15 to 19","2031","2031",4231219,,
"DEU","Germany","T","Total","15_19","15 to 19","2032","2032",4322006,,
"DEU","Germany","T","Total","15_19","15 to 19","2033","2033",4397903,,
"DEU","Germany","T","Total","15_19","15 to 19","2034","2034",4450741,,
"DEU","Germany","T","Total","15_19","15 to 19","2035","2035",4475929,,
"DEU","Germany","T","Total","15_19","15 to 19","2036","2036",4484565,,
"DEU","Germany","T","Total","15_19","15 to 19","2037","2037",4462088,,
"DEU","Germany","T","Total","15_19","15 to 19","2038","2038",4429932,,
"DEU","Germany","T","Total","15_19","15 to 19","2039","2039",4415521,,
"DEU","Germany","T","Total","15_19","15 to 19","2040","2040",4403517,,
"DEU","Germany","T","Total","15_19","15 to 19","2041","2041",4378612,,
"DEU","Germany","T","Total","15_19","15 to 19","2042","2042",4363471,,
"DEU","Germany","T","Total","15_19","15 to 19","2043","2043",4352816,,
"DEU","Germany","T","Total","15_19","15 to 19","2044","2044",4322846,,
"DEU","Germany","T","Total","15_19","15 to 19","2045","2045",4289955,,
"GRC","Greece","T","Total","15_19","15 to 19","2022","2022",534605,,
"GRC","Greece","T","Total","15_19","15 to 19","2023","2023",541262,,
"GRC","Greece","T","Total","15_19","15 to 19","2024","2024",549101,,
"GRC","Greece","T","Total","15_19","15 to 19","2025","2025",553938,,
"GRC","Greece","T","Total","15_19","15 to 19","2026","2026",552143,,
"GRC","Greece","T","Total","15_19","15 to 19","2027","2027",544703,,
"GRC","Greece","T","Total","15_19","15 to 19","2028","2028",531025,,
"GRC","Greece","T","Total","15_19","15 to 19","2029","2029",512697,,
"GRC","Greece","T","Total","15_19","15 to 19","2030","2030",495767,,
"GRC","Greece","T","Total","15_19","15 to 19","2031","2031",483264,,
"GRC","Greece","T","Total","15_19","15 to 19","2032","2032",473344,,
"GRC","Greece","T","Total","15_19","15 to 19","2033","2033",465500,,
"GRC","Greece","T","Total","15_19","15 to 19","2034","2034",459405,,
"GRC","Greece","T","Total","15_19","15 to 19","2035","2035",453776,,
"GRC","Greece","T","Total","15_19","15 to 19","2036","2036",449733,,
"GRC","Greece","T","Total","15_19","15 to 19","2037","2037",443923,,
"GRC","Greece","T","Total","15_19","15 to 19","2038","2038",437399,,
"GRC","Greece","T","Total","15_19","15 to 19","2039","2039",432931,,
"GRC","Greece","T","Total","15_19","15 to 19","2040","2040",427454,,
"GRC","Greece","T","Total","15_19","15 to 19","2041","2041",419770,,
"GRC","Greece","T","Total","15_19","15 to 19","2042","2042",414790,,
"GRC","Greece","T","Total","15_19","15 to 19","2043","2043",411667,,
"GRC","Greece","T","Total","15_19","15 to 19","2044","2044",407147,,
"GRC","Greece","T","Total","15_19","15 to 19","2045","2045",403311,,
"HUN","Hungary","T","Total","15_19","15 to 19","2022","2022",495149,,
"HUN","Hungary","T","Total","15_19","15 to 19","2023","2023",501001,,
"HUN","Hungary","T","Total","15_19","15 to 19","2024","2024",506184,,
"HUN","Hungary","T","Total","15_19","15 to 19","2025","2025",503989,,
"HUN","Hungary","T","Total","15_19","15 to 19","2026","2026",493758,,
"HUN","Hungary","T","Total","15_19","15 to 19","2027","2027",484035,,
"HUN","Hungary","T","Total","15_19","15 to 19","2028","2028",476018,,
"HUN","Hungary","T","Total","15_19","15 to 19","2029","2029",469685,,
"HUN","Hungary","T","Total","15_19","15 to 19","2030","2030",469273,,
"HUN","Hungary","T","Total","15_19","15 to 19","2031","2031",474192,,
"HUN","Hungary","T","Total","15_19","15 to 19","2032","2032",479791,,
"HUN","Hungary","T","Total","15_19","15 to 19","2033","2033",483466,,
"HUN","Hungary","T","Total","15_19","15 to 19","2034","2034",485403,,
"HUN","Hungary","T","Total","15_19","15 to 19","2035","2035",486560,,
"HUN","Hungary","T","Total","15_19","15 to 19","2036","2036",487113,,
"HUN","Hungary","T","Total","15_19","15 to 19","2037","2037",483948,,
"HUN","Hungary","T","Total","15_19","15 to 19","2038","2038",481488,,
"HUN","Hungary","T","Total","15_19","15 to 19","2039","2039",481818,,
"HUN","Hungary","T","Total","15_19","15 to 19","2040","2040",481317,,
"HUN","Hungary","T","Total","15_19","15 to 19","2041","2041",479555,,
"HUN","Hungary","T","Total","15_19","15 to 19","2042","2042",479540,,
"HUN","Hungary","T","Total","15_19","15 to 19","2043","2043",479035,,
"HUN","Hungary","T","Total","15_19","15 to 19","2044","2044",475584,,
"HUN","Hungary","T","Total","15_19","15 to 19","2045","2045",471854,,
"ISL","Iceland","T","Total","15_19","15 to 19","2022","2022",23006,,
"ISL","Iceland","T","Total","15_19","15 to 19","2023","2023",23416,,
"ISL","Iceland","T","Total","15_19","15 to 19","2024","2024",23973,,
"ISL","Iceland","T","Total","15_19","15 to 19","2025","2025",24556,,
"ISL","Iceland","T","Total","15_19","15 to 19","2026","2026",24926,,
"ISL","Iceland","T","Total","15_19","15 to 19","2027","2027",25036,,
"ISL","Iceland","T","Total","15_19","15 to 19","2028","2028",24895,,
"ISL","Iceland","T","Total","15_19","15 to 19","2029","2029",24487,,
"ISL","Iceland","T","Total","15_19","15 to 19","2030","2030",23930,,
"ISL","Iceland","T","Total","15_19","15 to 19","2031","2031",23408,,
"ISL","Iceland","T","Total","15_19","15 to 19","2032","2032",22984,,
"ISL","Iceland","T","Total","15_19","15 to 19","2033","2033",22706,,
"ISL","Iceland","T","Total","15_19","15 to 19","2034","2034",22663,,
"ISL","Iceland","T","Total","15_19","15 to 19","2035","2035",22808,,
"ISL","Iceland","T","Total","15_19","15 to 19","2036","2036",23268,,
"ISL","Iceland","T","Total","15_19","15 to 19","2037","2037",23981,,
"ISL","Iceland","T","Total","15_19","15 to 19","2038","2038",24714,,
"ISL","Iceland","T","Total","15_19","15 to 19","2039","2039",25345,,
"ISL","Iceland","T","Total","15_19","15 to 19","2040","2040",25912,,
"ISL","Iceland","T","Total","15_19","15 to 19","2041","2041",26345,,
"ISL","Iceland","T","Total","15_19","15 to 19","2042","2042",26596,,
"ISL","Iceland","T","Total","15_19","15 to 19","2043","2043",26788,,
"ISL","Iceland","T","Total","15_19","15 to 19","2044","2044",26919,,
"ISL","Iceland","T","Total","15_19","15 to 19","2045","2045",26983,,
"IRL","Ireland","T","Total","15_19","15 to 19","2022","2022",337156,,
"IRL","Ireland","T","Total","15_19","15 to 19","2023","2023",350041,,
"IRL","Ireland","T","Total","15_19","15 to 19","2024","2024",360452,,
"IRL","Ireland","T","Total","15_19","15 to 19","2025","2025",369241,,
"IRL","Ireland","T","Total","15_19","15 to 19","2026","2026",375772,,
"IRL","Ireland","T","Total","15_19","15 to 19","2027","2027",377584,,
"IRL","Ireland","T","Total","15_19","15 to 19","2028","2028",374436,,
"IRL","Ireland","T","Total","15_19","15 to 19","2029","2029",368297,,
"IRL","Ireland","T","Total","15_19","15 to 19","2030","2030",360230,,
"IRL","Ireland","T","Total","15_19","15 to 19","2031","2031",352202,,
"IRL","Ireland","T","Total","15_19","15 to 19","2032","2032",345624,,
"IRL","Ireland","T","Total","15_19","15 to 19","2033","2033",339825,,
"IRL","Ireland","T","Total","15_19","15 to 19","2034","2034",334419,,
"IRL","Ireland","T","Total","15_19","15 to 19","2035","2035",328035,,
"IRL","Ireland","T","Total","15_19","15 to 19","2036","2036",321168,,
"IRL","Ireland","T","Total","15_19","15 to 19","2037","2037",315321,,
"IRL","Ireland","T","Total","15_19","15 to 19","2038","2038",308003,,
"IRL","Ireland","T","Total","15_19","15 to 19","2039","2039",300040,,
"IRL","Ireland","T","Total","15_19","15 to 19","2040","2040",294969,,
"IRL","Ireland","T","Total","15_19","15 to 19","2041","2041",290778,,
"IRL","Ireland","T","Total","15_19","15 to 19","2042","2042",285860,,
"IRL","Ireland","T","Total","15_19","15 to 19","2043","2043",283914,,
"IRL","Ireland","T","Total","15_19","15 to 19","2044","2044",284842,,
"IRL","Ireland","T","Total","15_19","15 to 19","2045","2045",286363,,
"ITA","Italy","T","Total","15_19","15 to 19","2022","2022",2885953,,
"ITA","Italy","T","Total","15_19","15 to 19","2023","2023",2918362,,
"ITA","Italy","T","Total","15_19","15 to 19","2024","2024",2931379,,
"ITA","Italy","T","Total","15_19","15 to 19","2025","2025",2930470,,
"ITA","Italy","T","Total","15_19","15 to 19","2026","2026",2918199,,
"ITA","Italy","T","Total","15_19","15 to 19","2027","2027",2892440,,
"ITA","Italy","T","Total","15_19","15 to 19","2028","2028",2851082,,
"ITA","Italy","T","Total","15_19","15 to 19","2029","2029",2797866,,
"ITA","Italy","T","Total","15_19","15 to 19","2030","2030",2741394,,
"ITA","Italy","T","Total","15_19","15 to 19","2031","2031",2683830,,
"ITA","Italy","T","Total","15_19","15 to 19","2032","2032",2625958,,
"ITA","Italy","T","Total","15_19","15 to 19","2033","2033",2567261,,
"ITA","Italy","T","Total","15_19","15 to 19","2034","2034",2504759,,
"ITA","Italy","T","Total","15_19","15 to 19","2035","2035",2436131,,
"ITA","Italy","T","Total","15_19","15 to 19","2036","2036",2369616,,
"ITA","Italy","T","Total","15_19","15 to 19","2037","2037",2308650,,
"ITA","Italy","T","Total","15_19","15 to 19","2038","2038",2256822,,
"ITA","Italy","T","Total","15_19","15 to 19","2039","2039",2220320,,
"ITA","Italy","T","Total","15_19","15 to 19","2040","2040",2199819,,
"ITA","Italy","T","Total","15_19","15 to 19","2041","2041",2188917,,
"ITA","Italy","T","Total","15_19","15 to 19","2042","2042",2184320,,
"ITA","Italy","T","Total","15_19","15 to 19","2043","2043",2186679,,
"ITA","Italy","T","Total","15_19","15 to 19","2044","2044",2192657,,
"ITA","Italy","T","Total","15_19","15 to 19","2045","2045",2200315,,
"JPN","Japan","T","Total","15_19","15 to 19","2022","2022",5454381,,
"JPN","Japan","T","Total","15_19","15 to 19","2023","2023",5412477,,
"JPN","Japan","T","Total","15_19","15 to 19","2024","2024",5369475,,
"JPN","Japan","T","Total","15_19","15 to 19","2025","2025",5353068,,
"JPN","Japan","T","Total","15_19","15 to 19","2026","2026",5334907,,
"JPN","Japan","T","Total","15_19","15 to 19","2027","2027",5280410,,
"JPN","Japan","T","Total","15_19","15 to 19","2028","2028",5211417,,
"JPN","Japan","T","Total","15_19","15 to 19","2029","2029",5125918,,
"JPN","Japan","T","Total","15_19","15 to 19","2030","2030",5037585,,
"JPN","Japan","T","Total","15_19","15 to 19","2031","2031",4989417,,
"JPN","Japan","T","Total","15_19","15 to 19","2032","2032",4944484,,
"JPN","Japan","T","Total","15_19","15 to 19","2033","2033",4881930,,
"JPN","Japan","T","Total","15_19","15 to 19","2034","2034",4832857,,
"JPN","Japan","T","Total","15_19","15 to 19","2035","2035",4778024,,
"JPN","Japan","T","Total","15_19","15 to 19","2036","2036",4669404,,
"JPN","Japan","T","Total","15_19","15 to 19","2037","2037",4570949,,
"JPN","Japan","T","Total","15_19","15 to 19","2038","2038",4484386,,
"JPN","Japan","T","Total","15_19","15 to 19","2039","2039",4411569,,
"JPN","Japan","T","Total","15_19","15 to 19","2040","2040",4350838,,
"JPN","Japan","T","Total","15_19","15 to 19","2041","2041",4301200,,
"JPN","Japan","T","Total","15_19","15 to 19","2042","2042",4261265,,
"JPN","Japan","T","Total","15_19","15 to 19","2043","2043",4228696,,
"JPN","Japan","T","Total","15_19","15 to 19","2044","2044",4200726,,
"JPN","Japan","T","Total","15_19","15 to 19","2045","2045",4174616,,
"KOR","Korea","T","Total","15_19","15 to 19","2022","2022",2278815,,
"KOR","Korea","T","Total","15_19","15 to 19","2023","2023",2281595,,
"KOR","Korea","T","Total","15_19","15 to 19","2024","2024",2257218,,
"KOR","Korea","T","Total","15_19","15 to 19","2025","2025",2257809,,
"KOR","Korea","T","Total","15_19","15 to 19","2026","2026",2302121,,
"KOR","Korea","T","Total","15_19","15 to 19","2027","2027",2317734,,
"KOR","Korea","T","Total","15_19","15 to 19","2028","2028",2296699,,
"KOR","Korea","T","Total","15_19","15 to 19","2029","2029",2281209,,
"KOR","Korea","T","Total","15_19","15 to 19","2030","2030",2279729,,
"KOR","Korea","T","Total","15_19","15 to 19","2031","2031",2230012,,
"KOR","Korea","T","Total","15_19","15 to 19","2032","2032",2145482,,
"KOR","Korea","T","Total","15_19","15 to 19","2033","2033",2031797,,
"KOR","Korea","T","Total","15_19","15 to 19","2034","2034",1917791,,
"KOR","Korea","T","Total","15_19","15 to 19","2035","2035",1766857,,
"KOR","Korea","T","Total","15_19","15 to 19","2036","2036",1609247,,
"KOR","Korea","T","Total","15_19","15 to 19","2037","2037",1482435,,
"KOR","Korea","T","Total","15_19","15 to 19","2038","2038",1380164,,
"KOR","Korea","T","Total","15_19","15 to 19","2039","2039",1294696,,
"KOR","Korea","T","Total","15_19","15 to 19","2040","2040",1240144,,
"KOR","Korea","T","Total","15_19","15 to 19","2041","2041",1218311,,
"KOR","Korea","T","Total","15_19","15 to 19","2042","2042",1222274,,
"KOR","Korea","T","Total","15_19","15 to 19","2043","2043",1252075,,
"KOR","Korea","T","Total","15_19","15 to 19","2044","2044",1304208,,
"KOR","Korea","T","Total","15_19","15 to 19","2045","2045",1364530,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2022","2022",33871,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2023","2023",34674,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2024","2024",35310,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2025","2025",35901,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2026","2026",36374,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2027","2027",36746,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2028","2028",37194,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2029","2029",37693,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2030","2030",38070,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2031","2031",38389,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2032","2032",38738,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2033","2033",38942,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2034","2034",39034,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2035","2035",39166,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2036","2036",39442,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2037","2037",39766,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2038","2038",40239,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2039","2039",40928,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2040","2040",41671,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2041","2041",42361,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2042","2042",42994,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2043","2043",43472,,
"LUX","Luxembourg","T","Total","15_19","15 to 19","2044","2044",43749,,
